OBJECTID,Bus Stop ID,Stop Number,LTAR,Location,Accessible,Bus PadID,FDMID,Feature Code,Source Date,Source Accuracy,Add Date,Modified Date,Bus Stop Status,Source Date,Plowed by HRM,Winter Maintenance Zone,Winter Maintenance Route,Winter Maintenance Level of Service,Winter Treatment Material,Winter Maintenance Comments,GLOBALID,Winter Maintenance Add Date,Winter Maintenance Modified Date,Date Last Inspected,x,y
1449,BS1776,8668,Y,Cow Bay Rd After Forestgate Dr (8668),A,CPD1849,700003903,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ1,,PRI2,,,e29d5e48-4707-4cc7-a84d-63454c51e4a7,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7064990.4863,5561337.9578
1451,BS720,6017,Y,Albro Lake Rd After Cedar Ct (6017),A,CPD130,200000428,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,SWZ8,,PRI2,,SHELTER,10fc7f86-aa99-4b6f-a3b2-0fc4c1eafa54,2/22/2017 12:00:00 AM,,1/1/2014 12:00:00 AM,-7077568.1578,5571940.6992
1452,BS216,6325,Y,Brownlow Ave At Civic 250 (6325),N,CPD765,200002511,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,E1,GR,PRI2,,STAND ALONE,3101caaf-7ea3-4d24-b7e9-200abe90d3b6,2/22/2017 12:00:00 AM,1/28/2020 12:00:00 AM,,-7077433.259,5573645.9918
1454,BS1378,8881,Y,Larry Uteck Blvd At Civic 290 (8881),A,CPD1547,700001306,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ3,,PRI2,,,8c74fc65-33cb-41c0-b045-5e00b4b65db8,2/22/2017 12:00:00 AM,10/1/2019 12:00:00 AM,,-7087839.6918,5574665.8853
1455,BS1937,8052,Y,Portland St Before Old Ferry Rd (8052),A,CPD2028,700009918,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ8,,PRI2,,,e5f000e9-5c06-495f-9b5b-5eabad0061a8,2/22/2017 12:00:00 AM,,,-7074815.2311,5569439.9141
1456,BS1812,8653,Y,St Margarets Bay Rd Opposite Long Lake Park (8653),I,CPD1883,700005217,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ4,,PRI2,,STAND ALONE,1fac9546-4d0b-4c1b-9678-e10320cfb460,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7086441.7452,5563820.8355
1457,BS1793,6644,Y,Fairview Overpass After Main Ave (6644),A,CPD1864,300000566,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ6,RA,PRI2,,,cf7fc69c-f6f7-49d8-adf7-d8cd5e0402b0,2/22/2017 12:00:00 AM,10/24/2019 12:00:00 AM,,-7083101.6981,5568474.0295
1458,BS1506,8069,Y,Prince Albert Rd Before Celtic Dr (8069),A,CPD266,200000891,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,SWZ8,,PRI2,,SHELTER,12052e7e-18e4-4589-8ae9-497a2ac3aa59,2/22/2017 12:00:00 AM,9/26/2019 12:00:00 AM,1/1/2014 12:00:00 AM,-7074595.3874,5571121.0674
1459,BS1365,8893,Y,Mt Hope Ave After Neptune Cr (8893),A,CPD1534,200000688,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ8,,PRI2,,,1a71e5b3-084c-4ce9-a9d2-83c137a015ca,2/22/2017 12:00:00 AM,9/26/2019 12:00:00 AM,,-7073356.2936,5567653.1807
1460,BS865,7416,Y,Oxford St Before Liverpool St (7416),A,CPD1111,300001006,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ6,RA,PRI2,,,97837b6c-3c94-435f-bc5f-9532f75c45e8,2/22/2017 12:00:00 AM,10/28/2019 12:00:00 AM,,-7080861.5981,5567113.0419
1462,BS584,7171,Y,Main Ave Before Homeward Ave (7171),A,CPD978,300003359,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,2/7/2024 12:16:19 PM,INS,,Y,SWZ7,,PRI2,,,0b39f317-b552-4461-a91d-5a2b958064b4,2/22/2017 12:00:00 AM,,,-7084680.1272,5567511.5261
1463,BS1006,6016,Y,Akerley Blvd Before Burnside Dr (6016),A,CPD1315,700004263,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,HRM2,R3,PRI2,,,9c9d7d9b-6cad-46d1-9584-467828645f9a,2/22/2017 12:00:00 AM,9/4/2019 12:00:00 AM,1/1/2019 12:00:00 AM,-7079333.6505,5576492.7127
1464,BS1221,7047,Y,Kencrest Ave Before Newbery St (7047),A,CPD1305,300003638,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,1/23/2017 12:00:00 AM,Y,SWZ6,RB,PRI2,,,bf9741cd-3c1f-4555-827d-ac78f545e7bb,2/22/2017 12:00:00 AM,10/25/2019 12:00:00 AM,,-7081147.1832,5570167.963
1465,BS273,9006,Y,Lower Water St Before Salter St (9006),A,CPD694,300001665,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,9/9/2024 4:30:50 PM,INS,,Y,HRM1,R2,PRI2,,,214f1361-3556-485c-99ba-892ee695a36b,2/22/2017 12:00:00 AM,,,-7076608.5619,5565811.5194
1466,BS1971,6545,Y,Cunard St Opposite Hunter St (6545),A,CPD2053,300001268,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ6,RB,PRI2,,,610516b7-b83e-49f8-91cd-41648f0d24d2,2/22/2017 12:00:00 AM,10/24/2019 12:00:00 AM,,-7079301.6832,5566644.7896
1467,BS2033,6391,Y,Chain Lake Dr Opposite Civic 201 (6391),A,CPD1975,700005343,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,12/7/2019 12:00:00 AM,Y,WSZ4,,PRI2,,,8782f84d-876e-4d40-8599-d7324490f32c,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7088313.5702,5566603.55
1469,BS2511,7472,Y,Pleasant St After Hwy 111 (7472),A,CPD2464,200000158,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,SWZ8,,PRI2,,,86dc1995-e8e0-4bd3-9511-faa8432c76d1,2/22/2017 12:00:00 AM,9/26/2019 12:00:00 AM,1/1/2017 12:00:00 AM,-7073855.9787,5566392.9312
1472,BS2456,6862,Y,Herring Cove Rd After Green Acres Rd (6862),N,CPD2304,300002665,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ4,,PRI2,,STAND ALONE,7e8264b5-4fa3-41ce-a41b-a17331316182,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7079834.9044,5557949.4161
1473,BS1815,8656,Y,Gale Terr After Commodore Dr (8656),A,CPD1884,700004341,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,N,NA,,,,PROPERTY OWNER IS RESPONSIBLE,0edad955-2126-447d-b131-a11a0cfce25a,2/22/2017 12:00:00 AM,10/13/2017 12:00:00 AM,,-7076004.3466,5574294.287
1474,BS1813,8654,Y,Countryview Dr Before Ferindonald Cl (8654),A,CPD291,700003711,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,HRM2,R4,PRI2,,SHELTER,eb98d866-bfc1-4aa6-9fbe-47aed026acfd,2/22/2017 12:00:00 AM,9/4/2019 12:00:00 AM,1/1/2014 12:00:00 AM,-7075889.002,5575368.7884
1475,BS1922,8436,Y,Braemar Dr At Sutherland Terr (8436),A,CPD2133,200001623,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ1,,PRI2,,STAND ALONE,d63c148a-ac00-47de-b336-b88a3b26dd5a,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7073986.8979,5572634.1155
1476,BS3214,2073,Y,Crossfield Rg After Sackville Dr (2073),A,CPD2800,700009972,TRBSAC,TRANSIT,DV,10/7/2019 12:00:00 AM,7/11/2023 2:30:44 PM,INS,8/23/2019 12:00:00 AM,Y,WSZ2,,PRI2,,,85cf7add-b55d-4a1c-82ab-f7643cabdedd,10/10/2019 12:00:00 AM,10/28/2019 12:00:00 AM,1/1/2019 12:00:00 AM,-7092617.754,5588060.1467
1477,BS400,7255,Y,Mountain Rd After Withrod Dr (7255),A,CPD918,300002363,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ4,,PRI2,,,66489ab9-ba46-4184-9acc-0e0fdb7e7fe5,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7082802.1368,5563313.3909
1478,BS599,8027,Y,Poplar Dr Before Evergreen Dr (8027),A,CPD1062,200001545,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,WSZ1,,PRI2,,,ce367ebd-69ef-4f4d-9657-32f131feed4b,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,1/1/2015 12:00:00 AM,-7068484.0118,5570426.3792
1479,BS315,7334,Y,Sackville Dr Before Rosemary Dr (7334),N,CPD596,100000103,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ2,,PRI2,,STAND ALONE,dc64a07d-5de9-4332-8ad1-05e7264f290e,2/22/2017 12:00:00 AM,,,-7094438.8737,5589469.9876
1480,BS1640,8554,Y,Windsor St After North St (8554),A,CPD1649,300001080,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ6,RB,PRI2,,,c5ee079b-8185-4c62-b853-c0748def21a0,2/22/2017 12:00:00 AM,10/28/2019 12:00:00 AM,,-7079802.3409,5566982.4018
1481,BS401,7256,Y,Mt Edward Rd Opposite Belle Vista Dr (7256),A,CPD919,200000045,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ1,,PRI2,,,46d591d8-a482-4ef8-b0fb-06e40dd9ef8b,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7070843.531,5571799.1999
1482,BS1622,8771,Y,Brooks Dr At Civic 344 (8771),I,CPD1639,400000485,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,N,NA,,,,,a0062992-6837-437d-96ac-4f367601892c,10/10/2019 12:00:00 AM,,,-7059937.3516,5578821.0691
1483,BS2471,6877,Y,Herring Cove Rd At Civic 554 (6877),A,CPD2316,700011237,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/30/2024 5:21:44 PM,INS,1/12/2016 12:00:00 AM,Y,WSZ4,,PRI2,,<Null>,ebf8ace8-ac70-4795-ad16-dc00d7648214,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7080460.2107,5558579.9436
1485,BS4446,2367,Y,Larry Uteck Blvd Before Brookline Dr (2367),A,CPD3183,,TRBSAC,Transit,,8/26/2025 1:18:02 PM,8/26/2025 1:24:53 PM,INS,,Y,,,,,,49528c51-774b-4e71-919b-64bd7051530e,,,8/25/2025 3:00:00 AM,-7092082.7704,5575769.902
1486,BS500,6727,Y,Gaston Rd After Marilyn Dr (6727),A,CPD834,200002206,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ8,,PRI2,,,6badfceb-c856-48d3-9e9b-607a9e6bafe3,2/22/2017 12:00:00 AM,9/26/2019 12:00:00 AM,,-7072707.9728,5568911.55
1487,BS294,8604,Y,Woodlawn Rd Before Spikenard St (8604),A,CPD714,200001028,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,3/3/2026 3:32:38 PM,INS,,Y,WSZ1,,PRI2,,,11654428-79ae-4f23-a86c-5084f1e116c0,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7071773.6996,5571394.5594
1489,BS1826,6313,Y,Braemar Dr Before Braeside Ct (6313),A,CPD295,200001628,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,WSZ1,,PRI2,,SHELTER,b2ab81a7-9afd-4cbb-b493-023da8e1c6b0,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,1/1/2014 12:00:00 AM,-7074057.4127,5572233.6048
1490,BS91,7277,Y,Mumford Rd After Olivet St (7277),A,CPD2,300001380,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,SWZ6,RA,PRI2,,SHELTER,1ecfddeb-28dc-4fd4-954e-0dfc15fd21ef,2/22/2017 12:00:00 AM,10/25/2019 12:00:00 AM,1/1/2014 12:00:00 AM,-7082604.1434,5566498.5267
1491,BS172,6473,Y,Colby Dr Before Grenadier Dr (6473),A,CPD727,200001343,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ1,,PRI2,,,ef7625ea-a291-4ee3-876f-bd075b4a50af,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7066694.4607,5568234.9123
1493,BS2505,6995,Y,John Stewart Dr After Gammon Cr (6995),N,CPD2459,200001694,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,WSZ1,,PRI2,,STAND ALONE,f4c101e8-ec63-4da0-8c9a-8d6cf957a6dc,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,1/1/2014 12:00:00 AM,-7067080.4237,5572018.7111
1495,BS1380,8883,Y,University Ave After Robie St (8883),A,CPD1549,700004777,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,SWZ5,,PRI2,,SHELTER,cdca37ee-3466-46f2-95cb-e3898df22c6f,2/22/2017 12:00:00 AM,11/16/2020 12:00:00 AM,1/1/2019 12:00:00 AM,-7078247.071,5564741.4963
1496,BS462,6163,Y,St Margarets Bay Rd At Civic 1445 (6163),A,CPD800,700001607,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ4,,PRI2,,,c930743a-9fc1-4318-a839-7bee3a3d9571,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7090731.6397,5564689.9031
1497,BS388,7243,Y,Montague Rd Before Serpentine Ave (7243),A,CPD906,200003311,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ1,,PRI2,,,f5819e93-f88b-4443-aa13-34ea934a52f8,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7068678.1898,5575287.5439
1500,BS854,7399,Y,Otago Dr After Poplar Dr (7399),A,CPD1101,200001555,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,9/20/2023 4:28:39 PM,INS,,Y,WSZ1,,PRI2,,STAND ALONE,35cfc0ef-53d6-4500-bf46-abb7569e9d87,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,1/1/2016 12:00:00 AM,-7068664.168,5570122.0389
1501,BS595,7182,Y,Margaret Rd Before Mountain Rd (7182),N,CPD988,300002250,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ4,,PRI2,,STAND ALONE,d0a7af0f-f062-49c3-bdf1-a0423d395a00,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7082323.8332,5563951.8181
1502,BS351,9079,Y,Hwy 7 After William Porter Connector (9079),I,CPD626,400000025,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,N,NA,,,,,e9f534e2-c8a7-4c3e-a996-0ff85b2c05cc,10/10/2019 12:00:00 AM,,,-7044960.772,5581414.2341
1503,BS409,7261,Y,Mt Edward Rd Before John Cross Dr (7261),A,CPD923,200001023,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ1,,PRI2,,,95212eb7-a4b5-4eee-86d7-77430d28edfc,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7071439.2464,5571399.2192
1504,BS3151,2145,Y,Starboard Dr Opposite Civic 530 (2145),A,CPD2864,700007427,TRBSAC,TRANSIT,DV,10/7/2019 12:00:00 AM,7/11/2023 2:30:44 PM,INS,8/23/2019 12:00:00 AM,Y,WSZ3,,PRI2,,,52d3952d-1b59-4cc0-a38b-987048a47d5a,10/10/2019 12:00:00 AM,10/28/2019 12:00:00 AM,1/1/2019 12:00:00 AM,-7089306.493,5574113.7348
1505,BS353,9081,Y,Regency Park Dr After Solutions Dr (9081),A,CPD628,300003635,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ7,,PRI2,,,50ca40a3-5ac2-46f0-a208-8168b1b2239a,12/2/2016 12:00:00 AM,,,-7087470.1028,5567522.6715
1506,BS1527,6823,Y,Hammonds Plains Rd After Ellard Ln (6823),N,CPD1701,700001282,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,WSZ3,,PRI2,,STAND ALONE,c8047394-3fb6-43ad-8719-a504f063352a,2/22/2017 12:00:00 AM,10/1/2019 12:00:00 AM,1/1/2015 12:00:00 AM,-7097149.8589,5579264.5731
1507,BS2481,6619,Y,East Perimeter Rd Before Bayers Rd (6619),A,CPD394,700006175,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,SWZ6,RA,PRI2,,SHELTER,e95c9cf9-0b94-45b2-b71b-9158d3a857e1,2/22/2017 12:00:00 AM,10/24/2019 12:00:00 AM,1/1/2014 12:00:00 AM,-7081740.4164,5566787.6148
1508,BS2700,8688,Y,Hwy 7 After 2nd Parker Lane (8688),I,CPD2604,700000383,TRBSAC,TRANSIT,XY,11/14/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,1/18/2017 12:00:00 AM,N,NA,,,,,5814fa12-d7fb-4444-968d-ea49b11488c7,10/10/2019 12:00:00 AM,,,-7051775.0556,5580657.8792
1509,BS288,8598,Y,Woodlawn Rd Before Main St (8598),A,CPD38,200001027,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,3/3/2026 7:30:34 PM,INS,,Y,WSZ1,,PRI2,,SHELTER,2a3181a0-2b82-4c58-a108-818e9b9011bf,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,1/1/2015 12:00:00 AM,-7071992.3076,5571834.5501
1510,BS2781,2023,Y,Broad St After Gary Martin Dr (2023),A,CPD2760,700009657,TRBSAC,TRANSIT,XY,2/12/2019 12:00:00 AM,7/11/2023 2:30:44 PM,INS,2/18/2019 12:00:00 AM,Y,WSZ3,,PRI2,,Use of Sidewalk - grass btwn curb and s/w,9c6ab0cb-42ad-4d93-aef4-e6e9cb07fcb3,10/10/2019 12:00:00 AM,,1/1/2019 12:00:00 AM,-7091606.8047,5576911.5797
1511,BS2666,6615,Y,Dutch Village Rd Before Deal St (6615),A,CPD2064,300000708,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,6/6/2025 11:32:52 AM,INS,,Y,SWZ7,,PRI2,,,dd484dd4-7995-4b76-b299-152a1cafeffd,2/22/2017 12:00:00 AM,,,-7083468.0369,5567937.1449
1512,BS2772,2000,Y,Wentworth Dr Before Dunbrack St (2000),A,CPD2722,300000088,TRBSAC,TRANSIT,XY,7/12/2018 12:00:00 AM,7/11/2023 11:33:03 AM,INS,6/15/2018 12:00:00 AM,Y,SWZ7,,PRI2,,Surface btwn curb and s/w,a7b1fe6e-d630-461f-b648-8f4a7027c588,12/17/2018 12:00:00 AM,,,-7086914.1931,5570912.5529
1513,BS1828,6315,Y,Brentwood Ave Before Greenwood Ave (6315),A,CPD1893,300003167,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ4,,PRI2,,STAND ALONE,dbb4f4c3-6514-46cd-a161-88c576c14339,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7094775.4901,5567367.0483
1514,BS455,6156,Y,St Margarets Bay Rd After Greenhead Rd (6156),N,CPD60,700006838,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ4,,PRI2,,SHELTER - STAND ALONE,b328ff63-4eca-4979-b399-0c3032c40742,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7091069.7113,5564575.1368
1515,BS258,8319,Y,Spikenard St Before Valleyfield Rd (8319),A,CPD685,200000078,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ1,,PRI2,,,c8bb37d9-448a-4bee-b6a4-b49262a94285,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7072528.0156,5571232.6634
1516,BS2352,6287,Y,Bedford Hwy After Charlotte Ln (6287),A,CPD437,300003591,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,6/16/2025 12:24:54 PM,INS,1/18/2017 12:00:00 AM,Y,WSZ3,,PRI2,,SHELTER - STAND ALONE,366c812c-9c76-46f3-98ab-43bddd43773f,2/22/2017 12:00:00 AM,10/1/2019 12:00:00 AM,1/1/2014 12:00:00 AM,-7086676.0063,5573883.3239
1517,BS33,7304,Y,Sackville Dr After Oakdale Dr (7304),A,CPD542,700011848,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ2,,PRI2,,,1e083763-eead-4998-adda-eeb05ad4c90f,2/22/2017 12:00:00 AM,,,-7088238.8827,5584307.201
1518,BS1751,8492,Y,Willett St After Glenforest Dr (8492),A,CPD1832,300000824,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ7,,PRI2,,,13741794-9b5b-4190-80a4-9a7fe733371d,2/22/2017 12:00:00 AM,,,-7085424.2817,5567626.3006
1519,BS1162,8579,Y,Osborne St After Sullivan Terr (8579),N,CPD1392,300002161,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ4,,PRI2,,STAND ALONE,d84f736f-69b2-4b9b-9143-99271fc48ad3,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7082429.1132,5564374.6501
1520,BS1306,8801,Y,Alton Dr Before Kelly St (8801),N,CPD1477,300003100,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,WSZ4,,PRI2,,STAND ALONE,25c06b9e-b447-476d-9647-9a82aef0e8dd,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,1/1/2015 12:00:00 AM,-7083181.1454,5564147.181
1521,BS131,8713,Y,Beaver Bank Rd Before Welkin Dr (8713),N,CPD531,100000606,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ2,,PRI2,,,1f4a9704-9c50-422a-91d1-ef2da07427fa,2/22/2017 12:00:00 AM,,,-7089738.0653,5590384.7373
1522,BS3268,2173,Y,Alabaster Way Before Drysdale Rd (2173),A,CPD2920,700008308,TRBSAC,TRANSIT,DV,10/7/2019 12:00:00 AM,7/11/2023 2:30:44 PM,INS,8/23/2019 12:00:00 AM,Y,WSZ4,,PRI2,,,30ab3a6e-e31a-4c42-869c-ec542c4b06d8,10/10/2019 12:00:00 AM,6/1/2022 12:00:00 AM,1/1/2019 12:00:00 AM,-7080507.1713,5560503.6549
1523,BS2737,8866,Y,Lower Water St Before Morris St (8866),A,CPD2508,700004742,TRBSAC,TRANSIT,XY,11/28/2017 12:00:00 AM,9/9/2024 4:30:08 PM,INS,,Y,HRM1,R2,PRI2,,,f7b78449-ec9d-4ac9-ae4a-ef84825bb265,9/21/2018 12:00:00 AM,,1/1/2017 12:00:00 AM,-7076417.8066,5565347.7801
1524,BS1630,8544,Y,Windmill Rd Before Yorkshire Ave Ext (8544),A,CPD1643,700004651,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,HRM2,R2,PRI2,,,d98af5a4-b2a5-43c5-89ea-aaaa2cc1e899,2/22/2017 12:00:00 AM,1/23/2020 12:00:00 AM,,-7079754.7721,5572102.7727
1525,BS1357,8199,Y,Damascus Rd After Verdi Dr (8199),A,CPD1528,700005692,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ2,,PRI2,,,94dcd20c-597f-451a-a9bc-edb555650da6,2/22/2017 12:00:00 AM,,,-7084461.9158,5582251.0546
1526,BS3259,2164,Y,Alabaster Way After Quartz Dr (2164),A,CPD2911,700008309,TRBSAC,TRANSIT,DV,10/7/2019 12:00:00 AM,7/11/2023 2:30:44 PM,INS,8/23/2019 12:00:00 AM,Y,WSZ4,,PRI2,,,4593bdc6-d558-4ed7-a438-674a216c98ed,10/10/2019 12:00:00 AM,6/1/2022 12:00:00 AM,1/1/2019 12:00:00 AM,-7080232.8168,5560209.6513
1527,BS3335,2202,Y,Bedford Hwy at Civic 656 (2202),A,CPD2974,300003590,TRBSAC,TRANSIT,IN,11/10/2020 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,WSZ3,,PRI2,,,17f96c7c-1ee1-4f05-a92e-6f2ea0b490af,11/9/2020 12:00:00 AM,11/13/2020 12:00:00 AM,1/1/2020 12:00:00 AM,-7086739.0813,5574631.1823
1528,BS223,6332,Y,Caldwell Rd After Cherrywood Dr (6332),A,CPD767,200002884,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,WSZ1,,PRI2,,,bf65c392-2b4d-4a93-9bc0-fdc5732adc6d,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,1/1/2022 12:00:00 AM,-7068183.5926,5568560.6397
1529,BS2026,6685,Y,First Lake Dr Opposite Cabot Cr (6685),A,CPD1968,100000659,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,WSZ2,,PRI2,,STAND ALONE,bbdd9f57-8d4a-4388-81cb-70379dae4944,2/22/2017 12:00:00 AM,,1/1/2022 12:00:00 AM,-7086479.4005,5585840.5216
1530,BS2692,8049,Y,Upper Partridge River Rd Before Brooks Dr (8049),N,CPD2598,400000484,TRBSAC,TRANSIT,XY,11/14/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,N,NA,,,,,b48fecf0-41de-480c-98da-af0f6dc0f198,10/10/2019 12:00:00 AM,,,-7059766.5625,5578707.9335
